sentence	source	start
12.2.1 file contents from wikipedia: in a unix-style file system, an index node, informally referred to as an inode, is a data structure used to represent a filesystem object, which can be various things including a file or a directory. each inode stores the attributes and disk block location(s) of the filesystem object’s data. filesystem object attributes may include manipulation metadata (e.g. change, access, modify time), as well as owner and permission data (e.g. group-id, user-id, permissions).	a struct	125
12.2.1 file contents from wikipedia: in a unix-style file system, an index node, informally referred to as an inode, is a data structure used to represent a filesystem object, which can be various things including a file or a directory. each inode stores the attributes and disk block location(s) of the filesystem object’s data. filesystem object attributes may include manipulation metadata (e.g. change, access, modify time), as well as owner and permission data (e.g. group-id, user-id, permissions).	a filesystem	155
12.2.1 file contents from wikipedia: in a unix-style file system, an index node, informally referred to as an inode, is a data structure used to represent a filesystem object, which can be various things including a file or a directory. each inode stores the attributes and disk block location(s) of the filesystem object’s data. filesystem object attributes may include manipulation metadata (e.g. change, access, modify time), as well as owner and permission data (e.g. group-id, user-id, permissions).	block	279
12.2.1 file contents from wikipedia: in a unix-style file system, an index node, informally referred to as an inode, is a data structure used to represent a filesystem object, which can be various things including a file or a directory. each inode stores the attributes and disk block location(s) of the filesystem object’s data. filesystem object attributes may include manipulation metadata (e.g. change, access, modify time), as well as owner and permission data (e.g. group-id, user-id, permissions).	system	58
the superblock may store an array of inodes, each of which stores direct, and potentially several kinds of indirect pointers to disk blocks. since inodes are stored in the superblock, most filesystems have a limit on how many inodes can exist. since each inode corresponds to a file, this is also a limit on how many files that filesystem can have. trying to overcome this problem by storing inodes in some other location greatly increases the complexity of the filesystem. trying to reallocate space for the inode table is also infeasible since every byte following the end of the inode array would have to be shifted, a highly expensive operation. this isn’t to say there aren’t any solutions at all, although typically there is no need to increase the number of inodes since the number of inodes is usually sufficiently high.	block	9
the superblock may store an array of inodes, each of which stores direct, and potentially several kinds of indirect pointers to disk blocks. since inodes are stored in the superblock, most filesystems have a limit on how many inodes can exist. since each inode corresponds to a file, this is also a limit on how many files that filesystem can have. trying to overcome this problem by storing inodes in some other location greatly increases the complexity of the filesystem. trying to reallocate space for the inode table is also infeasible since every byte following the end of the inode array would have to be shifted, a highly expensive operation. this isn’t to say there aren’t any solutions at all, although typically there is no need to increase the number of inodes since the number of inodes is usually sufficiently high.	system	193
the superblock may store an array of inodes, each of which stores direct, and potentially several kinds of indirect pointers to disk blocks. since inodes are stored in the superblock, most filesystems have a limit on how many inodes can exist. since each inode corresponds to a file, this is also a limit on how many files that filesystem can have. trying to overcome this problem by storing inodes in some other location greatly increases the complexity of the filesystem. trying to reallocate space for the inode table is also infeasible since every byte following the end of the inode array would have to be shifted, a highly expensive operation. this isn’t to say there aren’t any solutions at all, although typically there is no need to increase the number of inodes since the number of inodes is usually sufficiently high.	pointer	116
it is common to think of the file name as the ‘actual’ file. it’s not! instead, consider the inode as the file. the inode holds the meta-information (last accessed, ownership, size) and points to the disk blocks used to hold the file contents. however, the inode does not usually store a filename. filenames are usually only stored in directories (see below).	block	205
for example, to read the first few bytes of the file, follow the first direct block pointer to the first direct block and read the first few bytes. writing follows the same process. if a program wants to read the entire file, keep reading direct blocks until you’ve read several bytes equal to the size of the file. if the total size of the file is less than that of the number of direct blocks multiplied by the size of a block, then unused block pointers will be undefined. similarly, if the size of a file is not a multiple of the size of a block, data past the end of the last byte in the last block will be garbage.	block	78
for example, to read the first few bytes of the file, follow the first direct block pointer to the first direct block and read the first few bytes. writing follows the same process. if a program wants to read the entire file, keep reading direct blocks until you’ve read several bytes equal to the size of the file. if the total size of the file is less than that of the number of direct blocks multiplied by the size of a block, then unused block pointers will be undefined. similarly, if the size of a file is not a multiple of the size of a block, data past the end of the last byte in the last block will be garbage.	pointer	84
what if a file is bigger than the maximum space addressable by its direct blocks? to that, we present a motto programmers take too seriously.	address	48
what if a file is bigger than the maximum space addressable by its direct blocks? to that, we present a motto programmers take too seriously.	block	74
to solve this problem, we introduce indirect blocks. a single indirect block is a block that stores pointers to more data blocks. similarly, a double indirect block stores pointers to single indirect blocks, and the concept can be generalized to arbitrary levels of indirection. this is a important concept, as inodes are stored in the superblock, or some other structure in a well known location with a constant amount of space, indirection allows exponential increases in the amount of space an inode can keep track of.	block	45
to solve this problem, we introduce indirect blocks. a single indirect block is a block that stores pointers to more data blocks. similarly, a double indirect block stores pointers to single indirect blocks, and the concept can be generalized to arbitrary levels of indirection. this is a important concept, as inodes are stored in the superblock, or some other structure in a well known location with a constant amount of space, indirection allows exponential increases in the amount of space an inode can keep track of.	pointer	100
as a worked example, suppose we divide the disk into 4kib blocks and we want to address up to 232 blocks.	address	80
as a worked example, suppose we divide the disk into 4kib blocks and we want to address up to 232 blocks.	block	58
the maximum disk size is 4k ib ∗ 232 = 16t ib remember 210 = 1024. a disk block can store 4k4bib possible pointers or 1024 pointers. four byte wide pointers are needed because we want to address 32 bits worth of blocks. each pointer refers to a 4kib disk block, so you can refer up to 1024 ∗ 4k ib = 4m ib of data. for the same disk configuration, a double indirect block stores 1024 pointers to 1024 indirection tables. thus a double-indirect block can refer up to 1024 ∗ 4m ib = 4gib of data. similarly, a triple indirect block can refer up to 4tib of data. this is three times as slow for reading between blocks, due to increased levels of indirection. the actual intra-block reading times don’t change.	address	187
the maximum disk size is 4k ib ∗ 232 = 16t ib remember 210 = 1024. a disk block can store 4k4bib possible pointers or 1024 pointers. four byte wide pointers are needed because we want to address 32 bits worth of blocks. each pointer refers to a 4kib disk block, so you can refer up to 1024 ∗ 4k ib = 4m ib of data. for the same disk configuration, a double indirect block stores 1024 pointers to 1024 indirection tables. thus a double-indirect block can refer up to 1024 ∗ 4m ib = 4gib of data. similarly, a triple indirect block can refer up to 4tib of data. this is three times as slow for reading between blocks, due to increased levels of indirection. the actual intra-block reading times don’t change.	block	74
the maximum disk size is 4k ib ∗ 232 = 16t ib remember 210 = 1024. a disk block can store 4k4bib possible pointers or 1024 pointers. four byte wide pointers are needed because we want to address 32 bits worth of blocks. each pointer refers to a 4kib disk block, so you can refer up to 1024 ∗ 4k ib = 4m ib of data. for the same disk configuration, a double indirect block stores 1024 pointers to 1024 indirection tables. thus a double-indirect block can refer up to 1024 ∗ 4m ib = 4gib of data. similarly, a triple indirect block can refer up to 4tib of data. this is three times as slow for reading between blocks, due to increased levels of indirection. the actual intra-block reading times don’t change.	pointer	106
let’s think about what directories looks like in the actual file system. theoretically, they are files. the disk blocks will contain directory entries or dirents. what that means is that our disk block can look like this	block	113
let’s think about what directories looks like in the actual file system. theoretically, they are files. the disk blocks will contain directory entries or dirents. what that means is that our disk block can look like this	system	65
| inode_num | name | | ----------- | ------ | | 2043567 | hi.txt | | ... | each directory entry could either be a fixed size, or a variable length c-string. it depends on how the particular filesystem implements it at the lower level. to see a mapping of filenames to inode numbers on a posix system, from a shell, use ls with the -i option	a shell	306
| inode_num | name | | ----------- | ------ | | 2043567 | hi.txt | | ... | each directory entry could either be a fixed size, or a variable length c-string. it depends on how the particular filesystem implements it at the lower level. to see a mapping of filenames to inode numbers on a posix system, from a shell, use ls with the -i option	string	149
| inode_num | name | | ----------- | ------ | | 2043567 | hi.txt | | ... | each directory entry could either be a fixed size, or a variable length c-string. it depends on how the particular filesystem implements it at the lower level. to see a mapping of filenames to inode numbers on a posix system, from a shell, use ls with the -i option	system	194
12.2.3 unix directory conventions in standard unix filesystems, the following entries are specially added on requests to read a directory.	the following	64
12.2.3 unix directory conventions in standard unix filesystems, the following entries are specially added on requests to read a directory.	system	55
additional facts about name-related conventions: 1. ~ is usually expanded to the home directory by the shell 2. files that start with ’.’ (a period) on disk are conventionally considered ’hidden’ and will be omitted by programs like ls without additional flags (-a). this is not a feature of the filesystem, and programs may choose to ignore this.	system	300
3. some files may also start with a nul byte. these are usually abstract unix sockets and are used to prevent cluttering up the filesystem since they will be effectively hidden by any unexpecting program. they will, however, be listed by tools that detail information about sockets, so this is not a feature providing security.	system	132
12.2.4 directory api while interacting with a file in c is typically done by using open to open the file and then read or write to interact with the file before calling close to release resources, directories have special calls such as, opendir, closedir and readdir. there is no function writedir since typically that implies creating a file or link. the program would use something like open or mkdir.	resources	186
to explore these functions, let’s write a program to search the contents of a directory for a particular file. the code below has a bug, try to spot it!	code	115
did you find the bug? it leaks resources! if a matching filename is found then ‘closedir’ is never called as part of the early return. any file descriptors opened and any memory allocated by opendir are never released. this means eventually the process will run out of resources and an open or opendir call will fail.	resources	31
did you find the bug? it leaks resources! if a matching filename is found then ‘closedir’ is never called as part of the early return. any file descriptors opened and any memory allocated by opendir are never released. this means eventually the process will run out of resources and an open or opendir call will fail.	memory	171
the fix is to ensure we free up resources in every possible code path.	code	60
the fix is to ensure we free up resources in every possible code path.	resources	32
in the above code, this means calling closedir before return 1. forgetting to release resources is a common c programming bug because there is no support in the c language to ensure resources are always released with all code paths.	code	13
in the above code, this means calling closedir before return 1. forgetting to release resources is a common c programming bug because there is no support in the c language to ensure resources are always released with all code paths.	resources	86
the following code attempts to list all files in a directory recursively. as an exercise, try to identify the bugs it introduces.	the following	0
the following code attempts to list all files in a directory recursively. as an exercise, try to identify the bugs it introduces.	code	14
void dirlist(char *path) { struct dirent *dp; dir *dirp = opendir(path); while ((dp = readdir(dirp)) != null) { char newpath[strlen(path) + strlen(dp->d_name) + 1]; sprintf(newpath,"%s/%s", newpath, dp->d_name); printf("%s\n", dp->d_name); dirlist(newpath); } } int main(int argc, char **argv) { dirlist(argv[1]); return 0; }	printf	166
one final note of caution. readdir is not thread-safe! you shouldn’t use the re-entrant version of the function.	thread	42
synchronizing the filesystem within a process is important, so use locks around readdir.	a process	36
synchronizing the filesystem within a process is important, so use locks around readdir.	system	22
12.2.5 linking links are what force us to model a filesystem as a graph rather than a tree.	a filesystem	48
12.2.5 linking links are what force us to model a filesystem as a graph rather than a tree.	system	54
while modeling the filesystem as a tree would imply that every inode has a unique parent directory, links allow inodes to present themselves as files in multiple places, potentially with different names, thus leading to an inode having multiple parent directories. there are two kinds of links: 1. hard links a hard link is simply an entry in a directory assigning some name to an inode number that already has a different name and mapping in either the same directory or a different one. if we already have a file on a file system we can create another link to the same inode using the ‘ln’ command:	system	23
for simplicity, the above examples made hard links inside the same directory. hard links can be created anywhere inside the same filesystem.	system	133
some advantages of symbolic links are  can refer to files that don’t exist yet  unlike hard links, can refer to directories as well as regular files  can refer to files (and directories) that exist outside of the current file system	system	226
however, symlinks have a key disadvantage, they as slower than regular files and directories. when the link’s contents are read, they must be interpreted as a new path to the target file, resulting in an additional call to open and read since the real file must be opened and read. another disadvantage is that posix forbids hard linking directories where as soft links are allowed. the ln command will only allow root to do this and only if you provide the -d option. however, even root may not be able to perform this because most filesystems prevent it!	system	537
the integrity of the file system assumes the directory structure is an acyclic tree that is reachable from the root directory. it becomes expensive to enforce or verify this constraint if directory linking is allowed. breaking these assumptions can leave file integrity tools unable to repair the file system. recursive searches potentially never terminate and directories can have more than one parent but “..” can only refer to a single parent. all in all, a bad idea. soft links are merely ignored, which is why we can use them to reference directories.	system	26
the integrity of the file system assumes the directory structure is an acyclic tree that is reachable from the root directory. it becomes expensive to enforce or verify this constraint if directory linking is allowed. breaking these assumptions can leave file integrity tools unable to repair the file system. recursive searches potentially never terminate and directories can have more than one parent but “..” can only refer to a single parent. all in all, a bad idea. soft links are merely ignored, which is why we can use them to reference directories.	the directory structure	41
an example use of hard links is to efficiently create multiple archives of a file system at different points in time.	system	82
12.2.6 pathing now that we have definitions, and have talked about directories, we come across the concept of a path. a path is a sequence of directories that provide one with a "path" in the graph that is a filesystem. however, there are some nuances. it is possible to have a path called a/b/../c/./. since .. and . are special entries in directories, this is a valid path that actually refers to a/c. most filesystem functions will allow uncompressed paths to be passed in.	a filesystem	206
12.2.6 pathing now that we have definitions, and have talked about directories, we come across the concept of a path. a path is a sequence of directories that provide one with a "path" in the graph that is a filesystem. however, there are some nuances. it is possible to have a path called a/b/../c/./. since .. and . are special entries in directories, this is a valid path that actually refers to a/c. most filesystem functions will allow uncompressed paths to be passed in.	system	212
the c library provides a function realpath to compress the path or get the absolute path. to simplify by hand, remember that .. means ‘parent folder’ and that . means ‘current folder’. below is an example that illustrates the simplification of the a/b/../c/. by using cd in a shell to navigate a filesystem.	a filesystem	294
the c library provides a function realpath to compress the path or get the absolute path. to simplify by hand, remember that .. means ‘parent folder’ and that . means ‘current folder’. below is an example that illustrates the simplification of the a/b/../c/. by using cd in a shell to navigate a filesystem.	a shell	274
the c library provides a function realpath to compress the path or get the absolute path. to simplify by hand, remember that .. means ‘parent folder’ and that . means ‘current folder’. below is an example that illustrates the simplification of the a/b/../c/. by using cd in a shell to navigate a filesystem.	system	300
12.2.7 metadata how can we distinguish between a regular file and a directory? for that matter, there are many other attributes that files also might contain. we distinguish a file type – different from the file extension i.e. png, svg, pdf – using fields inside the inode. how does the system know what type the file is?	system	287
12.2.7 metadata how can we distinguish between a regular file and a directory? for that matter, there are many other attributes that files also might contain. we distinguish a file type – different from the file extension i.e. png, svg, pdf – using fields inside the inode. how does the system know what type the file is?	type	181
struct stat s; stat("notes.txt", &s); printf("last accessed %s", ctime(&s.st_atime));	printf	38
file *file = fopen("notes.txt", "r"); int fd = fileno(file); /* just for fun - extract the file descriptor from a c file struct */ struct stat s; fstat(fd, & s); printf("last accessed %s", ctime(&s.st_atime));	printf	162
struct stat { dev_t st_dev; /* id of device containing file */ ino_t st_ino; /* inode number */ mode_t st_mode; /* file type and mode */ nlink_t st_nlink; /* number of hard links */ uid_t st_uid; /* user id of owner */ gid_t st_gid; /* group id of owner */ dev_t st_rdev; /* device id (if special file) */ off_t st_size; /* total size, in bytes */ blksize_t st_blksize; /* block size for filesystem i/o */ blkcnt_t st_blocks; /* number of 512b blocks allocated */ struct timespec st_atim; /* time of last access */ struct timespec st_mtim; /* time of last modification */ struct timespec st_ctim; /* time of last status change */ };	block	373
struct stat { dev_t st_dev; /* id of device containing file */ ino_t st_ino; /* inode number */ mode_t st_mode; /* file type and mode */ nlink_t st_nlink; /* number of hard links */ uid_t st_uid; /* user id of owner */ gid_t st_gid; /* group id of owner */ dev_t st_rdev; /* device id (if special file) */ off_t st_size; /* total size, in bytes */ blksize_t st_blksize; /* block size for filesystem i/o */ blkcnt_t st_blocks; /* number of 512b blocks allocated */ struct timespec st_atim; /* time of last access */ struct timespec st_mtim; /* time of last modification */ struct timespec st_ctim; /* time of last status change */ };	system	392
struct stat { dev_t st_dev; /* id of device containing file */ ino_t st_ino; /* inode number */ mode_t st_mode; /* file type and mode */ nlink_t st_nlink; /* number of hard links */ uid_t st_uid; /* user id of owner */ gid_t st_gid; /* group id of owner */ dev_t st_rdev; /* device id (if special file) */ off_t st_size; /* total size, in bytes */ blksize_t st_blksize; /* block size for filesystem i/o */ blkcnt_t st_blocks; /* number of 512b blocks allocated */ struct timespec st_atim; /* time of last access */ struct timespec st_mtim; /* time of last modification */ struct timespec st_ctim; /* time of last status change */ };	type	120
struct stat s; if (0 == stat(name, &s)) { printf("%s ", name); if (s_isdir( s.st_mode)) puts("is a directory"); if (s_isreg( s.st_mode)) puts("is a regular file"); } else { perror("stat failed - are you sure we can read this file’s metadata?"); }	printf	42
12.3 permissions and bits permissions are a key part of the way unix systems provide security in a filesystem. you may have noticed that the st_mode field in struct stat contains more than the file type. it also contains the mode, a description detailing what a user can and can’t do with a given file. there are usually three sets of permissions for any file.	a filesystem	97
12.3 permissions and bits permissions are a key part of the way unix systems provide security in a filesystem. you may have noticed that the st_mode field in struct stat contains more than the file type. it also contains the mode, a description detailing what a user can and can’t do with a given file. there are usually three sets of permissions for any file.	system	69
12.3 permissions and bits permissions are a key part of the way unix systems provide security in a filesystem. you may have noticed that the st_mode field in struct stat contains more than the file type. it also contains the mode, a description detailing what a user can and can’t do with a given file. there are usually three sets of permissions for any file.	type	198
table 12.3: permissions table octal code 755 644	code	36
there are several command line utilities for interacting with a file’s mode. mknod changes the type of the file.	type	95
12.3.1 user id / group id every user in a unix system has a user id. this is a unique number that can identify a user. similarly, users can be added to collections called groups, and every group also has a unique identifying number. groups have a variety of uses on unix systems. they can be assigned capabilities - a way of describing the level of control a user has over a system. for example, a group you may have run into is the sudoers group, a set of trusted users who are allowed to use the command sudo to temporarily gain higher privileges. we’ll talk more about how sudo works in this chapter. every file, upon creation, an owner, the creator of the file. this owner’s user id (uid) can be found inside the st_mode file of a struct stat with a call to stat. similarly, the group id (gid) is set as well.	a struct	733
12.3.1 user id / group id every user in a unix system has a user id. this is a unique number that can identify a user. similarly, users can be added to collections called groups, and every group also has a unique identifying number. groups have a variety of uses on unix systems. they can be assigned capabilities - a way of describing the level of control a user has over a system. for example, a group you may have run into is the sudoers group, a set of trusted users who are allowed to use the command sudo to temporarily gain higher privileges. we’ll talk more about how sudo works in this chapter. every file, upon creation, an owner, the creator of the file. this owner’s user id (uid) can be found inside the st_mode file of a struct stat with a call to stat. similarly, the group id (gid) is set as well.	system	47
every process can determine its uid and gid with getuid and getgid. when a process tries to open a file with a specific mode, it’s uid and gid are compared with the uid and gid of the file. if the uids match, then the process’s request to open the file will be compared with the bits on the user field of the file’s permissions. if the gids match, then the process’s request will be compared with the group field of the permissions. if none of the ids match, then the other field will apply.	a process	73
12.3.2 reading / changing file permissions before we discuss how to change permission bits, we should be able to read them. in c, the stat family of library calls can be used. to read permission bits from the command line, use ls -l. note, the permissions will output in the format ‘trwxrwxrwx’. the first character indicates the type of file type. possible values for the first character include but aren’t limited to.	type	330
1. (-) regular file 2. (d) directory 3. (c) character device file 4. (l) symbolic link 5. (p) named pipe (also called fifo) 6. (b) block device 7. (s) socket alternatively, use the program stat which presents all the information that one could retrieve from the stat library call.	block	131
to change the permission bits, there is a system call, int chmod(const char *path, mode_t mode);. to simplify our examples, we will be using the command line utility of the same name chmod short of “change mode”.	system	42
to change the permission bits, there is a system call, int chmod(const char *path, mode_t mode);. to simplify our examples, we will be using the command line utility of the same name chmod short of “change mode”.	a system call	40
there are two common ways to use chmod, with either an octal value or with a symbolic string.	string	86
the base-8 (‘octal’) digits describe the permissions for each role: the user who owns the file, the group and everyone else. the octal number is the sum of three values given to the three types of permission: read(4), write(2), execute(1) example: chmod 755 myfile 1. r + w + x = digit * user has 4+2+1, full permission 2. group has 4+0+1, read and execute permission 3. all users have 4+0+1, read and execute permission	type	188
as a code example, suppose a new file is created with open() and mode bits 666 (write and read bits for user, group and other):	code	5
sudo is usually a program that is owned by the root user - a user that has all capabilities. by using sudo, an otherwise unprivileged user can gain access to most parts of the system. this is useful for running programs that may require elevated privileges, such as using chown to change ownership of a file, or to use mount to mount or unmount filesystems (an action we will discuss later in this chapter). here are some examples:	system	176
when executing a process with the setuid bit, it is still possible to determine a user’s original uid with getuid.	a process	15
 getuid returns the real user id (zero if logged in as root)  geteuid returns the effective user id (zero if acting as root, e.g. due to the setuid flag set on a program) these functions can allow one to write a program that can only be run by a privileged user by checking geteuid or go a step further and ensure that the only user who can run the code is root by using getuid.	code	349
12.4 virtual filesystems and other filesystems posix systems, such as linux and mac os x (which is based on bsd) include several virtual filesystems that are mounted (available) as part of the file-system. files inside these virtual filesystems may be generated dynamically or stored in ram. linux provides 3 main virtual filesystems.	system	17
table 12.4: virtual filesystem list use case a list of physical and virtual devices (for example network card, cdrom, random number generator a list of resources used by each process and (by tradition) set of system information an organized list of internal kernel entities	resources	152
table 12.4: virtual filesystem list use case a list of physical and virtual devices (for example network card, cdrom, random number generator a list of resources used by each process and (by tradition) set of system information an organized list of internal kernel entities	system	24
12.4.1 managing files and filesystems given the multitude of operations that are available to you from the filesystem, let’s explore some tools and techniques that can be used to manage files and filesystems.	system	30
12.4.2 obtaining random data /dev/random is a file that contains a random number generator where the entropy is determined from environmental noise. random will block/wait until enough entropy is collected from the environment.	block	161
/dev/urandom is like random, but differs in the fact that it allows for repetition (lower entropy threshold), thus won’t block.	block	121
one can think of both of these as streams of characters from which a program can read as opposed to files with a start and end. to touch on a misconception, most of the time one should be using /dev/urandom. the only specific use case of /dev/random is when one needs cryptographically secure data on bootup and the system should block. otherwise, there are the following reasons.	the following	358
one can think of both of these as streams of characters from which a program can read as opposed to files with a start and end. to touch on a misconception, most of the time one should be using /dev/urandom. the only specific use case of /dev/random is when one needs cryptographically secure data on bootup and the system should block. otherwise, there are the following reasons.	block	330
one can think of both of these as streams of characters from which a program can read as opposed to files with a start and end. to touch on a misconception, most of the time one should be using /dev/urandom. the only specific use case of /dev/random is when one needs cryptographically secure data on bootup and the system should block. otherwise, there are the following reasons.	system	316
2. /dev/random may block at an inconvenient time. if one is programming a service for high scalability and relies on /dev/random, an attacker can reliably exhaust the entropy pool and cause the service to block.	block	19
4. some operating system don’t have a true /dev/random like macos.	system	18
12.4.3 copying files use the versatile dd command. for example, the following command copies 1 mib of data from the file /dev/urandom to the file /dev/null. the data is copied as 1024 blocks of block size 1024 bytes.	the following	64
12.4.3 copying files use the versatile dd command. for example, the following command copies 1 mib of data from the file /dev/urandom to the file /dev/null. the data is copied as 1024 blocks of block size 1024 bytes.	block	184
dd is also commonly used to make a copy of a disk or an entire filesystem to create images that can either be burned on to other disks or to distribute data to other users.	system	67
$ umask 077 # all future new files will mask out all r,w,x bits for group and other access $ touch file123 # create a file if it non-existant, and update its modified time $ stat file123 file: ‘file123’ size: 0 blocks: 0 io block: 65536 regular empty file device: 21h/33d inode: 226148 links: 1 access: (0600/-rw-------) uid: (395606/ angrave) gid: (61019/ ews) access: 2014-11-12 13:42:06.000000000 -0600 modify: 2014-11-12 13:42:06.001787000 -0600 change: 2014-11-12 13:42:06.001787000 -0600	block	211
12.4.5 managing filesystems to manage filesystems on your machine, use mount. using mount without any options generates a list (one filesystem per line) of mounted filesystems including networked, virtual and local (spinning disk / ssd-based) filesystems. here is a typical output of mount	system	20
$ mount /dev/mapper/cs241--server_sys-root on / type ext4 (rw) proc on /proc type proc (rw) sysfs on /sys type sysfs (rw) devpts on /dev/pts type devpts (rw,gid=5,mode=620) tmpfs on /dev/shm type tmpfs (rw,rootcontext="system_u:object_r:tmpfs_t:s0") /dev/sda1 on /boot type ext3 (rw) /dev/mapper/cs241--server_sys-srv on /srv type ext4 (rw) /dev/mapper/cs241--server_sys-tmp on /tmp type ext4 (rw) /dev/mapper/cs241--server_sys-var on /var type ext4 (rw)rw,bind) /srv/software/mathematica-8.0 on /software/mathematica-8.0 type none (rw,bind) engr-ews-homes.engr.illinois.edu:/fs1-homes/angrave/linux on /home/angrave type nfs (rw,soft,intr,tcp,noacl,acregmin=30,vers=3,sec=sys,sloppy,addr=128.174.252.102)	system	219
$ mount /dev/mapper/cs241--server_sys-root on / type ext4 (rw) proc on /proc type proc (rw) sysfs on /sys type sysfs (rw) devpts on /dev/pts type devpts (rw,gid=5,mode=620) tmpfs on /dev/shm type tmpfs (rw,rootcontext="system_u:object_r:tmpfs_t:s0") /dev/sda1 on /boot type ext3 (rw) /dev/mapper/cs241--server_sys-srv on /srv type ext4 (rw) /dev/mapper/cs241--server_sys-tmp on /tmp type ext4 (rw) /dev/mapper/cs241--server_sys-var on /var type ext4 (rw)rw,bind) /srv/software/mathematica-8.0 on /software/mathematica-8.0 type none (rw,bind) engr-ews-homes.engr.illinois.edu:/fs1-homes/angrave/linux on /home/angrave type nfs (rw,soft,intr,tcp,noacl,acregmin=30,vers=3,sec=sys,sloppy,addr=128.174.252.102)	type	48
notice that each line includes the filesystem type source of the filesystem and mount point. to reduce this output, we can pipe it into grep and only see lines that match a regular expression.	system	39
notice that each line includes the filesystem type source of the filesystem and mount point. to reduce this output, we can pipe it into grep and only see lines that match a regular expression.	type	46
>mount | grep proc # only see lines that contain ’proc’ proc on /proc type proc (rw) none on /proc/sys/fs/binfmt_misc type binfmt_misc (rw)	type	70
filesystem mounting suppose you had downloaded a bootable linux disk image from the arch linux download page	system	4
before putting the filesystem on a cd, we can mount the file as a filesystem and explore its contents. note: mount requires root access, so let’s run it using sudo	a filesystem	64
before putting the filesystem on a cd, we can mount the file as a filesystem and explore its contents. note: mount requires root access, so let’s run it using sudo	system	23
arch/ will be drawn from the files and directories stored in the filesystem stored inside the archlinux-2014.11.01-dual.iso file. the loop option is required because we want to mount a regular file, not a block device such as a physical disk.	block	205
arch/ will be drawn from the files and directories stored in the filesystem stored inside the archlinux-2014.11.01-dual.iso file. the loop option is required because we want to mount a regular file, not a block device such as a physical disk.	system	69
arch/ will be drawn from the files and directories stored in the filesystem stored inside the archlinux-2014.11.01-dual.iso file. the loop option is required because we want to mount a regular file, not a block device such as a physical disk.	the loop	130
the loop option wraps the original file as a block device. in this example, we will find out below that the file system is provided under /dev/loop0. we can check the filesystem type and mount options by running the mount command without any parameters. we will pipe the output into grep so that we only see the relevant output line(s) that contain ‘arch’.	block	45
the loop option wraps the original file as a block device. in this example, we will find out below that the file system is provided under /dev/loop0. we can check the filesystem type and mount options by running the mount command without any parameters. we will pipe the output into grep so that we only see the relevant output line(s) that contain ‘arch’.	parameter	242
the loop option wraps the original file as a block device. in this example, we will find out below that the file system is provided under /dev/loop0. we can check the filesystem type and mount options by running the mount command without any parameters. we will pipe the output into grep so that we only see the relevant output line(s) that contain ‘arch’.	system	113
the loop option wraps the original file as a block device. in this example, we will find out below that the file system is provided under /dev/loop0. we can check the filesystem type and mount options by running the mount command without any parameters. we will pipe the output into grep so that we only see the relevant output line(s) that contain ‘arch’.	type	178
the loop option wraps the original file as a block device. in this example, we will find out below that the file system is provided under /dev/loop0. we can check the filesystem type and mount options by running the mount command without any parameters. we will pipe the output into grep so that we only see the relevant output line(s) that contain ‘arch’.	the loop	0
$ mount | grep arch /home/demo/archlinux-2014.11.01-dual.iso on /home/demo/arch type iso9660 (rw,loop=/dev/loop0)	type	80
the iso9660 filesystem is a read-only filesystem originally designed for optical storage media (i.e. cdroms).	the iso9660 filesystem	0
the iso9660 filesystem is a read-only filesystem originally designed for optical storage media (i.e. cdroms).	system	16
attempting to change the contents of the filesystem will fail	system	45
$ touch arch/nocando touch: cannot touch ‘/home/demo/arch/nocando’: read-only file system	system	83
12.5 memory mapped io while we traditionally think of reading and writing from a file as an operation that happens by using the read and write calls, there is an alternative, mapping a file into memory using mmap. mmap can also be used for ipc, and you can see more about mmap as a system call that enables shared memory in the ipc chapter. in this chapter, we’ll briefly explore mmap as a filesystem operation.	a filesystem	388
12.5 memory mapped io while we traditionally think of reading and writing from a file as an operation that happens by using the read and write calls, there is an alternative, mapping a file into memory using mmap. mmap can also be used for ipc, and you can see more about mmap as a system call that enables shared memory in the ipc chapter. in this chapter, we’ll briefly explore mmap as a filesystem operation.	mmap	208
12.5 memory mapped io while we traditionally think of reading and writing from a file as an operation that happens by using the read and write calls, there is an alternative, mapping a file into memory using mmap. mmap can also be used for ipc, and you can see more about mmap as a system call that enables shared memory in the ipc chapter. in this chapter, we’ll briefly explore mmap as a filesystem operation.	memory	5
12.5 memory mapped io while we traditionally think of reading and writing from a file as an operation that happens by using the read and write calls, there is an alternative, mapping a file into memory using mmap. mmap can also be used for ipc, and you can see more about mmap as a system call that enables shared memory in the ipc chapter. in this chapter, we’ll briefly explore mmap as a filesystem operation.	system	282
12.5 memory mapped io while we traditionally think of reading and writing from a file as an operation that happens by using the read and write calls, there is an alternative, mapping a file into memory using mmap. mmap can also be used for ipc, and you can see more about mmap as a system call that enables shared memory in the ipc chapter. in this chapter, we’ll briefly explore mmap as a filesystem operation.	a system call	280
mmap takes a file and maps its contents into memory. this allows a user to treat the entire file as a buffer in memory for easier semantics while programming, and to avoid having to read a file as discrete chunks explicitly.	mmap	0
mmap takes a file and maps its contents into memory. this allows a user to treat the entire file as a buffer in memory for easier semantics while programming, and to avoid having to read a file as discrete chunks explicitly.	memory	45
