0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-04 14:31:40.390557	2	00:00:00.29	00:00:04.52	This lecture is about the Word Association mining and analysis.	this lecture be about the Word Association mining and analysis .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652747	8	00:00:15.22	00:00:28.51	In this lecture, we're going to continue discussing probabilistic models, we are going to talk about a very simple case where we are interested in just mining one topic from one document.	in this lecture , we be go to continue discuss probabilistic model , we be go to talk about a very simple case where we be interested in just mine one topic from one document .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652751	19	00:00:30.81	00:00:56.32	So in this simple setup we are interested in analyzing one document and trying to discover just one topic. So this is the simplest case of topic modeling. The input now no longer has K, which is the number of topics because we know there is only one topic. And the collection has only one document also.	so in this simple setup we be interested in analyze one document and try to discover just one topic . so this be the simple case of topic modeling . the input now no long have K , which be the number of topic because we know there be only one topic . and the collection have only one document also .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652755	25	00:00:58.22	00:01:13.1	In the output we also no longer have coverage because we assumed that the document covers this topic 100%. So the main goal is just to discover the word probabilities for this single topic, as shown here.	in the output we also no long have coverage because we assume that the document cover this topic 100 % . so the main goal be just to discover the word probability for this single topic , as show here .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652759	34	00:01:14.67	00:01:35.67	As always, when we think about using a generative model to solve such a problem, we'll start with thinking about what kind of data we're going to model or from what perspective we're going to model the data or data representation. "And then we're going to design a specific model for the generation of the data from our perspective.	as always , when we think about use a generative model to solve such a problem , we 'll start with think about what kind of datum we be go to model or from what perspective we be go to model the datum or datum representation . " and then we be go to design a specific model for the generation of the datum from our perspective .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652771	64	00:01:36.44	00:02:52.99	Where our perspective just means we want to take a particular angle of looking at the data so that the model would have the right parameters for discovering the knowledge that we want, and then we'll be thinking about the likelihood function or write down the library function to capture more formally how likely a data point will be obtained from this model. And the likelihood function will have some parameters in the function and then we are usually interested in estimating those parameters, for example by maximizing the likelihood which would lead to maximum likelihood estimator and these estimated parameters would then become the output of the mining algorithm. Which means we'll take the estimated parameters as a knowledge that we discover from the text. So let's look at these steps for this very simple case. "Later, we'll look at this procedure for some more complicated cases. So our data in this case is just the document which is a sequence of words. Each word here is denoted by X sub I.	where our perspective just mean we want to take a particular angle of look at the datum so that the model would have the right parameter for discover the knowledge that we want , and then we 'll be think about the likelihood function or write down the library function to capture more formally how likely a data point will be obtain from this model . and the likelihood function will have some parameter in the function and then we be usually interested in estimate those parameter , for example by maximize the likelihood which would lead to maximum likelihood estimator and these estimate parameter would then become the output of the mining algorithm . which mean we 'll take the estimate parameter as a knowledge that we discover from the text . so let 's look at these step for this very simple case . " later , we 'll look at this procedure for some more complicated case . so our datum in this case be just the document which be a sequence of word . each word here be denote by X sub i.
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652771	67	00:02:54.23	00:03:02.65	Our model is a unigram language model, a word distribution that we hope to denote a topic and that's our goal.	our model be a unigram language model , a word distribution that we hope to denote a topic and that be our goal .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-26 20:22:19.312132	73	00:03:03.35	00:03:18.83	So we will have as many parameters as many words in our vocabulary, in this case M. And for convenience we're going to use theta sub I to denote the probability of word W sub I.	so we will have as many parameter as many word in our vocabulary , in this case M. and for convenience we be go to use theta sub I to denote the probability of word W sub I.
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652773	75	00:03:20.34	00:03:23.61	And obviously these thetas of i's would sum to one.	and obviously these theta of I be would sum to one .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652776	85	00:03:24.37	00:03:41.319999	Now, what does the likelihood function look like? This is just the probability of generating this whole document given such a model. Because we assume the independence in generating each word, so the probability of the word the document would be just a product of the probability of each word.	now , what do the likelihood function look like ? this be just the probability of generate this whole document give such a model . because we assume the independence in generate each word , so the probability of the word the document would be just a product of the probability of each word .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652777	88	00:03:42.68	00:03:51.28	And since some word might have repeated occurrences, so we can also rewrite this product in a different form.	and since some word might have repeat occurrence , so we can also rewrite this product in a different form .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-26 20:24:00.623979	91	00:03:52.54	00:04:00.41	So in this line we have rewritten the formula into a product over all the unique words in the vocabulary,	so in this line we have rewrite the formula into a product over all the unique word in the vocabulary ,
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-12-05 01:39:12.468189	92	00:04:01.63	00:04:04.55	W sub one through the W sub M.	w sub one through the W sub M.
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.65278	99	00:04:05.24	00:04:23.42	Now this is different from the previous line where the product is over different positions of words in the document. Now when we do this transformation, we then would need to introduce account function here.	now this be different from the previous line where the product be over different position of word in the document . now when we do this transformation , we then would need to introduce account function here .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652781	101	00:04:24.06	00:04:27.85	This denotes the count of word one in document.	this denote the count of word one in document .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652786	120	00:04:29.19	00:05:14.119999	And similarly, this is the count of words of M in the document. becausw. these words might have repeated occurrences. You can also see if a word did not occur in the document, it would have a zero count and therefore that corresponding term will disappear. So this is a very useful form of writing down the likelihood function that we will often use later. So I want you to pay attention to this. Just get familiar with this notation. It's just to change the product over all the different words in the vocabulary. So in the end, of course we'll use theta sub I to express this likelihood function and it would look like this.	and similarly , this be the count of word of M in the document . becausw . these word might have repeat occurrence . you can also see if a word do not occur in the document , it would have a zero count and therefore that corresponding term will disappear . so this be a very useful form of write down the likelihood function that we will often use later . so I want you to pay attention to this . just get familiar with this notation . it be just to change the product over all the different word in the vocabulary . so in the end , of course we 'll use theta sub I to express this likelihood function and it would look like this .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652788	128	00:05:15.44	00:05:30.79	Next, we're going to find the theta values, or probabilities of these words that would maximize this likelihood function. So now let's take a look at the maximum likelihood estimate problem more closely.	next , we be go to find the theta value , or probability of these word that would maximize this likelihood function . so now let 's take a look at the maximum likelihood estimate problem more closely .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652789	131	00:05:32.42	00:05:37.46	This line is copied from the previous slide. It's just our likelihood function.	this line be copy from the previous slide . it be just our likelihood function .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-12-05 01:43:37.180535	141	00:05:38.53	00:06:03.12	"So our goal is to maximize this likelihood function. We will find it often easy to maximize the log likelihood instead of the original likelihood and this is purely for mathematical convenience, because after the logarithm transformation, our function will become a sum instead of a product.	" so our goal be to maximize this likelihood function . we will find it often easy to maximize the log likelihood instead of the original likelihood and this be purely for mathematical convenience , because after the logarithm transformation , our function will become a sum instead of a product .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-26 20:29:05.705477	143	00:06:04.64	00:06:11.27	And we also have constraints over these probabilities.	and we also have constraint over these probability .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652794	147	00:06:12.09	00:06:21.06	The sum makes it easier to take derivative, which is often needed for finding the optimal solution of this function.	the sum make it easy to take derivative , which be often need for find the optimal solution of this function .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-26 20:30:01.302611	151	00:06:22.56	00:06:37.52	So please take a look at this sum again here and this is a form of "function that you often see later also in more general topic models.	so please take a look at this sum again here and this be a form of " function that you often see later also in more general topic model .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-12-05 01:44:23.299242	154	00:06:38.38	00:06:48.18	So it's a sum over all the words in the vocabulary and inside the sum there is a count of words in the document.	so it be a sum over all the word in the vocabulary and inside the sum there be a count of word in the document .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652801	167	00:06:49.01	00:07:17.28	And this is multiplied by the logarithm of the probability. So let's see how we can solve this problem. Now at this point the problem is purely a mathematical problem, because we're going to just to find the optimal solution of a constrained maximization problem. The objective function is the likelihood function, and the constraint is that all these probabilities must sum to one.	and this be multiply by the logarithm of the probability . so let 's see how we can solve this problem . now at this point the problem be purely a mathematical problem , because we be go to just to find the optimal solution of a constrained maximization problem . the objective function be the likelihood function , and the constraint be that all these probability must sum to one .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-12-05 01:46:36.012864	169	00:07:18.23	00:07:23.58	So one way to solve the problem is to use Lagrange multiplier approach.	so one way to solve the problem be to use Lagrange multipli approach .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-26 20:31:28.085362	175	00:07:24.38	00:07:38	Now this content is beyond the scope of this course. But since Lagrange multiplier is very useful approach, I also would like to just give a brief introduction to this for those of you who are interested.	now this content be beyond the scope of this course . but since Lagrange multiplier be very useful approach , I also would like to just give a brief introduction to this for those of you who be interested .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-12-05 01:46:53.258325	177	00:07:39.64	00:07:44.32	So in this approach we will construct a Lagrange function here.	so in this approach we will construct a Lagrange function here .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652806	180	00:07:45.33	00:07:55.38	And this function would combine our objective function with another term that encodes our constraints.	and this function would combine our objective function with another term that encode our constraint .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652806	182	00:07:56.6	00:08:02.04	And we introduce Lagrange multiplier here, Lambda.	and we introduce Lagrange multiplier here , Lambda .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652807	183	00:08:03.39	00:08:04.97	So it's additional parameter.	so it be additional parameter .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-12-05 01:48:42.959033	189	00:08:05.61	00:08:18.65	Now the idea of this approach is to just turn the constrained optimization into, in some sense, unconstrained optimizing problem. So now we're just interested in optimizing this Lagrange function.	now the idea of this approach be to just turn the constrained optimization into , in some sense , unconstrained optimize problem . so now we be just interested in optimize this Lagrange function .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.65281	194	00:08:19.36	00:08:34.56	As you may recall from calculus, an optimal point would be achieved when the derivative is set to 0. This is a necessary condition. It's not sufficient though, so.	as you may recall from calculus , an optimal point would be achieve when the derivative be set to 0 . this be a necessary condition . it be not sufficient though , so .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652811	197	00:08:35.28	00:08:42.61	If we do that, you will see the partial derivative with respect to theta i here is equal to this.	if we do that , you will see the partial derivative with respect to theta I here be equal to this .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-26 20:33:14.614752	199	00:08:43.26	00:08:51.12	And this part comes from the derivative of the logarithm function.	and this part come from the derivative of the logarithm function .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652813	201	00:08:52.24	00:08:55.77	And this Lambda is simply taken from here.	and this Lambda be simply take from here .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652814	204	00:08:58.52	00:09:05.83	And when we set it to zero, we can easily see theta sub i is related to Lambda in this way.	and when we set it to zero , we can easily see theta sub I be related to Lambda in this way .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652815	208	00:09:06.74	00:09:15.87	Since we know all the theta I's must sum to one, we can plug this into this constraint here, and this will allow us to solve for Lambda.	since we know all the theta I be must sum to one , we can plug this into this constraint here , and this will allow we to solve for Lambda .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652816	212	00:09:16.53	00:09:25.93	And this is just negative sum of all the counts and this further allows us to then solve optimization problem.	and this be just negative sum of all the count and this far allow we to then solve optimization problem .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-26 20:34:44.174182	214	00:09:26.72	00:09:30.17	Eventually to find the optimal setting for Theta Sub I.	eventually to find the optimal setting for Theta Sub I.
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652819	221	00:09:31.28	00:09:48.07	And if you look at this formula, it turns out that it's actually very intuitive because this is just the normalized count of these words by the document length, which is also a sum of all the counts of words in the document.	and if you look at this formula , it turn out that it be actually very intuitive because this be just the normalize count of these word by the document length , which be also a sum of all the count of word in the document .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652822	229	00:09:50.31	00:10:16.85	So after all this math, after all, we have just obtained something that's "very intuitive, and this will be just our intuition where we want to maximize the theta by assigning as much probability mass as possible to all the observed words here.	so after all this math , after all , we have just obtain something that be " very intuitive , and this will be just our intuition where we want to maximize the theta by assign as much probability mass as possible to all the observed word here .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652827	247	00:10:17.77	00:10:56.17	And you might also notice that this is the general result of maximum likelihood estimator. In general, the estimate would be to normalize count and it's just sometimes the counts have to be done in a particular way, as you will also see later. So this is basically an analytical solution to our optimization problem. In general, though, when the likelihood function is very complicated, we're not going to be able to solve the optimization problem by having a closed form formula. Instead, we have to use some numerical algorithms, and we're going to see such cases later also.	and you might also notice that this be the general result of maximum likelihood estimator . in general , the estimate would be to normalize count and it be just sometimes the count have to be do in a particular way , as you will also see later . so this be basically an analytical solution to our optimization problem . in general , though , when the likelihood function be very complicated , we be not go to be able to solve the optimization problem by have a close form formula . instead , we have to use some numerical algorithm , and we be go to see such case later also .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-12-05 01:55:39.308953	266	00:10:59.04	00:11:44.6	So if you imagine what would we get if we use such a maximum likelihood estimator to estimate one topic for a single document D here, let's imagine this document is a text mining paper. Now what you might see is something that looks like this. On the top you will see the high probability words tend to be those very common words, often functional words in English, and this will be followed by some content words that really "characterized the topic well like text, mining etc and then in the end you also see various more probabilities of words that are not really related to the topic, but they might be externally mentioned in the document.	so if you imagine what would we get if we use such a maximum likelihood estimator to estimate one topic for a single document d here , let 's imagine this document be a text mining paper . now what you might see be something that look like this . on the top you will see the high probability word tend to be those very common word , often functional word in English , and this will be follow by some content word that really " characterize the topic well like text , mining etc and then in the end you also see various more probability of word that be not really related to the topic , but they might be externally mention in the document .
e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	2020-11-02 23:10:55.652835	274	00:11:45.54	00:11:58.29	As a topic representation, you will see this is not ideal, right? The because of the high probability words are functional words they are not really characterizing the topic. So one question is how can we get rid of such common words?	as a topic representation , you will see this be not ideal , right ? the because of the high probability word be functional word they be not really characterize the topic . so one question be how can we get rid of such common word ?
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580869	2	00:00:00.3	00:00:05.25	This lecture is a continued discussion of latent aspect rating analysis.	this lecture be a continue discussion of latent aspect rating analysis .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580874	8	00:00:13.13	00:00:27.59	Earlier we talked about how to solve the problem of Lara in two stages when we first do segmentation of different aspects and then we use a little regression model to learn the aspect ratings and letting the weights.	early we talk about how to solve the problem of Lara in two stage when we first do segmentation of different aspect and then we use a little regression model to learn the aspect rating and let the weight .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580883	19	00:00:28.37	00:00:53.86	Now, it's also possible to develop a unified generative model for solving this problem, and that is we not only modeling, we not only model the generation of overrating based on text, we also model the generation of text and so a natural solution would be to use topic model. So given an entity, we can assume there are aspects that are described by word distributions.	now , it be also possible to develop a unified generative model for solve this problem , and that be we not only model , we not only model the generation of overrate base on text , we also model the generation of text and so a natural solution would be to use topic model . so give an entity , we can assume there be aspect that be describe by word distribution .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580884	22	00:00:54.41	00:01:00.51	Topics and then we can use a topic model to model the generation of the review text.	topic and then we can use a topic model to model the generation of the review text .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580887	27	00:01:01.49	00:01:12.21	Our assumed the words in the review text are drawn from these distributions. In the same way as we assumed for a generative model like PSA.	our assume the word in the review text be draw from these distribution . in the same way as we assume for a generative model like PSA .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-29 02:56:41.37038	38	00:01:13.49	00:01:39.97	And then we can then plug in the latent regression model to use the text to further predict the Overall rating and that means we first predict the aspect rating and then combine them with aspect weights to predict the overall rating. So this would give us a unified generative model where we model both the generation of text and the overall rating condition on text.	and then we can then plug in the latent regression model to use the text to far predict the overall rating and that mean we first predict the aspect rating and then combine they with aspect weight to predict the overall rating . so this would give we a unified generative model where we model both the generation of text and the overall rating condition on text .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580894	44	00:01:40.82	00:01:55.99	So we don't have time to discuss this model in detail, as in many other cases in this part of the course where we discuss the cutting edge topics. But there is a reference site here where you can find more details.	so we do n't have time to discuss this model in detail , as in many other case in this part of the course where we discuss the cutting edge topic . but there be a reference site here where you can find more detail .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580902	62	00:01:57.02	00:02:37.83	So now I'm going to show you some simple results that you can get by using this kind of generative models. First it's about rating decomposition. So here what you see are the decomposed ratings for three hotels that have the same overall rating. So if you just look at the overall rating you don't. You can't really tell much difference between these hotels, but by decomposing these ratings into aspect ratings we can see some hotels have higher ratings for some. Dimensions like value, but others might score better in other dimensions like location and so this can reveal detailed opinions at the aspect level.	so now I be go to show you some simple result that you can get by use this kind of generative model . first it be about rating decomposition . so here what you see be the decomposed rating for three hotel that have the same overall rating . so if you just look at the overall rating you do n't . you ca n't really tell much difference between these hotel , but by decompose these rating into aspect rating we can see some hotel have high rating for some . dimension like value , but other might score well in other dimension like location and so this can reveal detailed opinion at the aspect level .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580905	68	00:02:38.63	00:02:52.54	Now here, the ground truth is shown in the plans, so this also allows you to see whether the prediction is accurate. It's not always accurate, but it's mostly still reflecting some of the trends.	now here , the ground truth be show in the plan , so this also allow you to see whether the prediction be accurate . it be not always accurate , but it be mostly still reflect some of the trend .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580924	103	00:02:53.42	00:04:09.06	The 2nd result is to compare different reviewers on the same hotel so the table shows the decompose ratings for two reviewers about same hotel again their high level overall ratings are the same. So if you just look at the overall ratings, you don't really get that much information about the difference between the two reviews. But after you decompose the ratings you can see clearly they have high scores on different dimensions. So this shows that the model can reveal differences in. Opinions of different reviewers and such a detailed understanding can help us understand better about reviews and also better about their feedback on the hotel. This is something very interesting because this is in some sense some byproduct in our problem formulation. We did not really have to do this, but the design of the generative model has this component and these are sentiment waits for words in different aspects. And you can see the highly weighted words versus the negatively lower weighted words here for each of the four dimensions. Value, rooms, location and cleanliness. I added the top words, cleared it, makes sense, and the bottom words also makes sense.	the 2nd result be to compare different reviewer on the same hotel so the table show the decompose rating for two reviewer about same hotel again their high level overall rating be the same . so if you just look at the overall rating , you do n't really get that much information about the difference between the two review . but after you decompose the rating you can see clearly they have high score on different dimension . so this show that the model can reveal difference in . opinion of different reviewer and such a detailed understanding can help we understand well about review and also well about their feedback on the hotel . this be something very interesting because this be in some sense some byproduct in our problem formulation . we do not really have to do this , but the design of the generative model have this component and these be sentiment wait for word in different aspect . and you can see the highly weight word versus the negatively low weight word here for each of the four dimension . value , room , location and cleanliness . I add the top word , clear it , make sense , and the bottom word also make sense .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580941	136	00:04:10.13	00:05:27.2	So this shows that with this apology, we can also learn sentiment information directly from the data. Now this kind of laxing is very useful becausw in general a word like long, let's say, may have different the sentiment polarities for different context. So if I say the battery life of this laptop is long, then that's positive. But if I say the rebooting time for the laptop is long, that's bad, right? So even for reviews about the same product laptop, the word long Is ambiguous, it could mean positive or could be negative, but this kind of lexicon that we can learn by using this kind of generative models can show whether a word is positive for a particular aspect, so this is clearly very useful, and in fact such a lexicon can be directly used to tag other reviews about hotels or tag comments about the hotels in social media like tweets. And, what's also interesting that since this is an almost computer and supervised, assuming that the reviews with overall ratings are available, and then this can allow us to learn from potentially a large amount of data on the Internet to reach sentiment lexicon.	so this show that with this apology , we can also learn sentiment information directly from the datum . now this kind of laxing be very useful becausw in general a word like long , let 's say , may have different the sentiment polarity for different context . so if I say the battery life of this laptop be long , then that be positive . but if I say the reboot time for the laptop be long , that be bad , right ? so even for review about the same product laptop , the word long be ambiguous , it could mean positive or could be negative , but this kind of lexicon that we can learn by use this kind of generative model can show whether a word be positive for a particular aspect , so this be clearly very useful , and in fact such a lexicon can be directly use to tag other review about hotel or tag comment about the hotel in social medium like tweet . and , what be also interesting that since this be an almost computer and supervise , assume that the review with overall rating be available , and then this can allow we to learn from potentially a large amount of datum on the internet to reach sentiment lexicon .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580946	145	00:05:28.08	00:05:44.8	And here are some results to validate the preference weights. Remember, the model can infer whether a reviewer cares more about service or the price. Now, how do we know whether the inferred weights are correct and this poses a very difficult challenge for evaluation.	and here be some result to validate the preference weight . remember , the model can infer whether a reviewer care more about service or the price . now , how do we know whether the infer weight be correct and this pose a very difficult challenge for evaluation .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580952	154	00:05:45.36	00:06:08.68	Now here we show some interesting way of evaluating result. what you here are the prices of hotels in different cities, and these are the prices of hotels that are favored by different groups of reviews. The top ten other reviewers with the highest inferred value to other aspect ratio.	now here we show some interesting way of evaluate result . what you here be the price of hotel in different city , and these be the price of hotel that be favor by different group of review . the top ten other reviewer with the high infer value to other aspect ratio .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580958	164	00:06:09.47	00:06:28.91	So for example, value versus location value versus room etc. But the top ten are the reviewers that have the highest ratios by this measure. And that means these reviewers tend to put a lot of weight on value as compared with other dimensions. That means they really emphasize on value.	so for example , value versus location value versus room etc . but the top ten be the reviewer that have the high ratio by this measure . and that mean these reviewer tend to put a lot of weight on value as compare with other dimension . that mean they really emphasize on value .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580964	174	00:06:30.35	00:06:51.61	The bottom ten, on the other hand, are the reviews that have the lowest ratio. What does that mean? Well, that means these reviewers have put higher weights on other aspects than value, so those are people that care about the another dimension and they didn't care so much about the value in some sense by this, less compared with the top ten group.	the bottom ten , on the other hand , be the review that have the low ratio . what do that mean ? well , that mean these reviewer have put high weight on other aspect than value , so those be people that care about the another dimension and they do n't care so much about the value in some sense by this , less compare with the top ten group .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-29 03:02:01.71059	176	00:06:52.35	00:06:56.82	Now these ratios are computer based on the inferred weights from the model.	now these ratio be computer base on the infer weight from the model .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580968	180	00:06:57.7	00:07:06.56	So now you can see the average prices of hotels are favored by toptenreviews are indeed and much cheaper than those that are favored by the bottom 10.	so now you can see the average price of hotel be favor by toptenreview be indeed and much cheap than those that be favor by the bottom 10 .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-29 03:02:16.255965	181	00:07:07.27	00:07:09.33	And this provides some	and this provide some
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580984	206	00:07:10.92	00:07:58.66	Indirect way of validating the infer wait. It just means the weights are not random and they are actually meaningful here and in comparison with the average price in these three cities, you can actually the top ten tends to have below average price, whereas the bottom time where they care a lot about other things like service or room condition tend to have hotels that have higher prices than average. So with these results we can build a lot of interesting applications. For example, direct application would be the generator rated aspect, the summary. An because of the decomposition, we can now generate the summaries for each aspect. The positive sentence is negative sentences about each aspect. It's more informative than original review that has just overall rating and review test.	indirect way of validate the infer wait . it just mean the weight be not random and they be actually meaningful here and in comparison with the average price in these three city , you can actually the top ten tend to have below average price , whereas the bottom time where they care a lot about other thing like service or room condition tend to have hotel that have high price than average . so with these result we can build a lot of interesting application . for example , direct application would be the generator rate aspect , the summary . an because of the decomposition , we can now generate the summary for each aspect . the positive sentence be negative sentence about each aspect . it be more informative than original review that have just overall rating and review test .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580989	215	00:08:00.37	00:08:21.52	Here are also mother results about the aspects discovered from reviews with low ratings. These are MP3 three reviews an these results show that the model can discover some interesting aspects commented on low overall ratings versus those high overall ratings, and they care more about the different aspects.	here be also mother result about the aspect discover from review with low rating . these be mp3 three review an these result show that the model can discover some interesting aspect comment on low overall rating versus those high overall rating , and they care more about the different aspect .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.58099	217	00:08:22.5	00:08:24.88	Or they comment more on different aspects.	or they comment more on different aspect .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580994	228	00:08:25.7	00:08:53.74	So that can help us discover, for example, consumers trained in appreciating different features of product. For example, one might have discovered the trend that people tend to like large screens of cell phones or lightweight of laptop etc. And such knowledge can be useful for manufacturers to design their next generation of products.	so that can help we discover , for example , consumer train in appreciate different feature of product . for example , one might have discover the trend that people tend to like large screen of cell phone or lightweight of laptop etc . and such knowledge can be useful for manufacturer to design their next generation of product .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.580997	233	00:08:55.35	00:09:08.71	Here are some interesting results on analyzing users rating behavior. So what you see is average weights on different dimensions by different groups of reviewers.	here be some interesting result on analyze user rating behavior . so what you see be average weight on different dimension by different group of reviewer .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-02 22:58:22.581002	245	00:09:09.36	00:09:33.69	And on the left side you see the weights of reviews like the expensive hotels they give. The whole expensive hotels five stars and you can see their average weights tend to be more focused on service and that suggests that people might be expensive hotels because of good service. And that's not surprising as also another way to validate the inferred weights.	and on the left side you see the weight of review like the expensive hotel they give . the whole expensive hotel five star and you can see their average weight tend to be more focused on service and that suggest that people might be expensive hotel because of good service . and that be not surprising as also another way to validate the infer weight .
ee41ce3a-6c8d-4c3b-90fd-79f3e9190402	2020-11-29 03:05:17.664268	252	00:09:34.29	00:09:51.17	But if you look at the right side where look at the column of five stars, these are the reviewers that like the cheaper hotels and they give cheaper hotels, five stars as we expected, and they put more weight on value and that's why they like the cheaper hotels.	but if you look at the right side where look at the column of five star , these be the reviewer that like the cheap hotel and they give cheap hotel , five star as we expect , and they put more weight on value and that be why they like the cheap hotel .
